🎴辽宁全网通.央视👉,#genre#
CCTV9,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226734/index.m3u8
CCTV9,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227337/index.m3u8
CCTV10,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226702/index.m3u8
CCTV10,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227321/index.m3u8
CCTV10,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226792/index.m3u8
CCTV11,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226753/index.m3u8
CCTV11,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227251/index.m3u8
CCTV12,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226736/index.m3u8
CCTV12,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227343/index.m3u8
CCTV12,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226862/index.m3u8
CCTV13,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226729/index.m3u8
CCTV13,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227333/index.m3u8
CCTV14,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226720/index.m3u8
CCTV14,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227349/index.m3u8
CCTV14,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226789/index.m3u8
CCTV15,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226796/index.m3u8
CCTV15,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227361/index.m3u8
CCTV16,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227074/index.m3u8
CCTV16,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227346/index.m3u8
CCTV17,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226841/index.m3u8
CCTV17,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227352/index.m3u8
CCTV17,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226908/index.m3u8
🎴辽宁全网通.卫视👉,#genre#
浙江卫视4K测试,https://play-qukan.cztv.com/live/1758879019692345.m3u8
安多卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227160/index.m3u8
安徽卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226746/index.m3u8
安徽卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227233/index.m3u8
安徽卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226856/index.m3u8
北京卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226724/index.m3u8
北京卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227340/index.m3u8
北京卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226823/index.m3u8
兵团卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226859/index.m3u8
东方卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226733/index.m3u8
东方卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227212/index.m3u8
东方卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226872/index.m3u8
东南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226784/index.m3u8
东南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227472/index.m3u8
甘肃卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226875/index.m3u8
广东卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226743/index.m3u8
广东卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227318/index.m3u8
广东卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226878/index.m3u8
广西卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226830/index.m3u8
广西卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227411/index.m3u8
贵州卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226874/index.m3u8
河北卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226774/index.m3u8
河北卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227408/index.m3u8
河南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226791/index.m3u8
河南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227353/index.m3u8
黑龙江卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226749/index.m3u8
黑龙江卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227288/index.m3u8
黑龙江卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226881/index.m3u8
湖北卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226705/index.m3u8
湖北卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227230/index.m3u8
湖北卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226877/index.m3u8
湖南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226727/index.m3u8
湖南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227316/index.m3u8
湖南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226772/index.m3u8
吉林卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227163/index.m3u8
吉林卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227310/index.m3u8
江苏卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226902/index.m3u8
江苏卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227303/index.m3u8
江苏卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226781/index.m3u8
江西卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226788/index.m3u8
江西卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227475/index.m3u8
康巴卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227111/index.m3u8
内蒙古卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226886/index.m3u8
宁夏卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226804/index.m3u8
农林卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227108/index.m3u8
青海卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226889/index.m3u8
厦门卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226803/index.m3u8
山东教育卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227166/index.m3u8
山东卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226739/index.m3u8
山东卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227312/index.m3u8
山东卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226887/index.m3u8
山西卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226778/index.m3u8
陕西卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226892/index.m3u8
深圳卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226725/index.m3u8
深圳卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227239/index.m3u8
深圳卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226807/index.m3u8
四川卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226728/index.m3u8
四川卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227245/index.m3u8
四川卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226810/index.m3u8
天津卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226742/index.m3u8
天津卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227306/index.m3u8
天津卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226890/index.m3u8
西藏卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226896/index.m3u8
西藏卫视(藏语),http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227157/index.m3u8
新疆卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226893/index.m3u8
延边卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227047/index.m3u8
云南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226816/index.m3u8
云南卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227356/index.m3u8
浙江卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226795/index.m3u8
浙江卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227313/index.m3u8
浙江卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226854/index.m3u8
重庆卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226737/index.m3u8
重庆卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227227/index.m3u8
重庆卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226868/index.m3u8
中国教育-1,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226732/index.m3u8
🎴辽宁全网通.咪咕👉,#genre#
咪咕视频01,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227308/index.m3u8
咪咕视频02,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227314/index.m3u8
咪咕视频03,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227317/index.m3u8
咪咕视频04,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227320/index.m3u8
咪咕视频05,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227323/index.m3u8
咪咕视频06,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227326/index.m3u8
咪咕视频07,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227366/index.m3u8
咪咕视频08,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227369/index.m3u8
咪咕视频09,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227372/index.m3u8
咪咕视频10,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227375/index.m3u8
咪咕视频11,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227378/index.m3u8
咪咕视频12,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227302/index.m3u8
咪咕视频13,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227299/index.m3u8
咪咕视频14,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227387/index.m3u8
咪咕视频15,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227390/index.m3u8
咪咕视频16,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227406/index.m3u8
咪咕视频17,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227409/index.m3u8
咪咕视频18,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227412/index.m3u8
咪咕视频19,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227427/index.m3u8
咪咕视频20,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227430/index.m3u8
咪咕视频21,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227433/index.m3u8
咪咕视频22,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227296/index.m3u8
咪咕视频23,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227293/index.m3u8
咪咕视频24,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227442/index.m3u8
咪咕视频25,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227445/index.m3u8
咪咕视频26,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227448/index.m3u8
咪咕视频27,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227451/index.m3u8
咪咕视频28,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227305/index.m3u8
🎴辽宁全网通.辽宁本地👉,#genre#
辽宁卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226731/index.m3u8
辽宁卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227242/index.m3u8
辽宁卫视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226767/index.m3u8
辽宁北方,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226755/index.m3u8
辽宁北方,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227327/index.m3u8
辽宁都市,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226760/index.m3u8
辽宁都市,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227355/index.m3u8
辽宁公共,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226766/index.m3u8
辽宁公共,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227224/index.m3u8
辽宁教育青少,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226763/index.m3u8
辽宁教育青少,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227297/index.m3u8
辽宁经济,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226735/index.m3u8
辽宁经济,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227322/index.m3u8
辽宁生活,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226761/index.m3u8
辽宁生活,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227319/index.m3u8
辽宁体育休闲,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226764/index.m3u8
辽宁体育休闲,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227334/index.m3u8
辽宁移动电视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226982/index.m3u8
辽宁移动电视,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227328/index.m3u8
辽宁影视剧,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226738/index.m3u8
辽宁影视剧,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227331/index.m3u8
沈阳新闻综合,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226895/index.m3u8
沈阳新闻综合,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227315/index.m3u8
抚顺综合,https://fsgbdstzb.lnyun.com.cn/fsfb2/tvzb2.m3u8?auth_key=1800000000-0-0-567c83e6e68f69724b3d3c9a934e147c
抚顺教育,https://fsgbdstzb.lnyun.com.cn/fsfb1/tvzb1.m3u8?auth_key=1800000000-0-0-4a9318cfc89de3265930e8db1aa63e49
辽源综合,http://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8
吉林市新闻综合,http://stream2.jlntv.cn/jilin1/sd/live.m3u8
重温经典,http://a.jun1985.cn/php/cwjd.php
🎴辽宁全网通.购物👉,#genre#
家有购物,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226985/index.m3u8
聚鲨环球精选,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227044/index.m3u8
央广购物,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227105/index.m3u8
宜佳购物,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226884/index.m3u8
宜佳购物,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227309/index.m3u8
优购物,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227335/index.m3u8
🎴辽宁全网通.动漫👉,#genre#
优漫卡通,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226768/index.m3u8
嘉佳卡通,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226744/index.m3u8
金鹰卡通,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226845/index.m3u8
金鹰卡通,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227300/index.m3u8
新动漫,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226818/index.m3u8
🎴辽宁全网通.数字👉,#genre#
咪咕-睛彩广场舞,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227384/index.m3u8
咪咕-睛彩竞技,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227436/index.m3u8
咪咕-睛彩篮球,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227439/index.m3u8
咪咕-睛彩青少,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227381/index.m3u8
北京纪实科教,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226730/index.m3u8
家庭理财,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226754/index.m3u8
金鹰纪实,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226714/index.m3u8
金鹰纪实,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227291/index.m3u8
睛彩广场舞,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227423/index.m3u8
睛彩竞技,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227417/index.m3u8
睛彩篮球,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227478/index.m3u8
睛彩青少,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227420/index.m3u8
CCTV-第一剧场,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227444/index.m3u8
CCTV-风云剧场,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227447/index.m3u8
CCTV-风云音乐,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227502/index.m3u8
CCTV-风云足球,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227377/index.m3u8
CCTV-怀旧剧场,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227499/index.m3u8
🎴辽宁全网通 备份👉,#genre#
cctv1[1920x1080],http://123.184.31.206:8880/sql/2233/hls.m3u8
cctv2[1920x1080],http://123.184.31.206:8880/sql/2234/hls.m3u8
cctv5[785x576],http://123.184.31.206:8880/sql/2237/hls.m3u8
cctv8[785x576],http://123.184.31.206:8880/sql/2240/hls.m3u8
cctv7[1920x1080],http://123.184.31.206:8880/sql/2239/hls.m3u8
cctv6[785x576],http://123.184.31.206:8880/sql/2238/hls.m3u8
cctv10[1920x1080],http://123.184.31.206:8880/sql/2242/hls.m3u8
cctv11[768x576],http://123.184.31.206:8880/sql/2243/hls.m3u8
cctv13[1920x1080],http://123.184.31.206:8880/sql/2245/hls.m3u8
cctv14[1920x1080],http://123.184.31.206:8880/sql/2246/hls.m3u8
cctv12[1920x1080],http://123.184.31.206:8880/sql/2244/hls.m3u8
cctv9[1920x1080],http://123.184.31.206:8880/sql/2241/hls.m3u8
cctv15[768x576],http://123.184.31.206:8880/sql/2247/hls.m3u8
cctv17[1920x1080],http://123.184.31.206:8880/sql/2248/hls.m3u8
北京卫视[1920x1080],http://123.184.31.206:8880/sql/2249/hls.m3u8
上海东方卫视[1920x1080],http://123.184.31.206:8880/sql/2250/hls.m3u8
江苏卫视[1920x1080],http://123.184.31.206:8880/sql/2251/hls.m3u8
浙江卫视[1920x1080],http://123.184.31.206:8880/sql/2252/hls.m3u8
湖南卫视[1920x1080],http://123.184.31.206:8880/sql/2253/hls.m3u8
深圳卫视[1920x1080],http://123.184.31.206:8880/sql/2256/hls.m3u8
黑龙江卫视[1920x1080],http://123.184.31.206:8880/sql/2255/hls.m3u8
湖北卫视[1920x1080],http://123.184.31.206:8880/sql/2254/hls.m3u8
广东卫视[1920x1080],http://123.184.31.206:8880/sql/2259/hls.m3u8
天津卫视[1920x1080],http://123.184.31.206:8880/sql/2258/hls.m3u8
山东卫视[1920x1080],http://123.184.31.206:8880/sql/2262/hls.m3u8
四川卫视[1920x1080],http://123.184.31.206:8880/sql/2264/hls.m3u8
安徽卫视[1920x1080],http://123.184.31.206:8880/sql/2263/hls.m3u8
辽宁卫视[1920x1080],http://123.184.31.206:8880/sql/2266/hls.m3u8
河南卫视[768x576],http://123.184.31.206:8880/sql/2267/hls.m3u8
吉林卫视[768x576],http://123.184.31.206:8880/sql/2268/hls.m3u8
广西卫视[768x576],http://123.184.31.206:8880/sql/2269/hls.m3u8
重庆卫视[1920x1080],http://123.184.31.206:8880/sql/2265/hls.m3u8
贵州卫视[768x576],http://123.184.31.206:8880/sql/2270/hls.m3u8
海南卫视[768x576],http://123.184.31.206:8880/sql/2271/hls.m3u8
内蒙古卫视[768x576],http://123.184.31.206:8880/sql/2272/hls.m3u8
陕西卫视[768x576],http://123.184.31.206:8880/sql/2273/hls.m3u8
辽宁体育休闲[785x576],http://123.184.31.206:8880/sql/2276/hls.m3u8
云南卫视[768x576],http://123.184.31.206:8880/sql/2275/hls.m3u8
河北卫视[768x576],http://123.184.31.206:8880/sql/2274/hls.m3u8
辽宁生活[785x576],http://123.184.31.206:8880/sql/2277/hls.m3u8
辽宁公共[1920x1080],http://123.184.31.206:8880/sql/2279/hls.m3u8
辽宁经济[1920x1080],http://123.184.31.206:8880/sql/2278/hls.m3u8
辽宁北方[785x576],http://123.184.31.206:8880/sql/2282/hls.m3u8
辽宁都市[785x576],http://123.184.31.206:8880/sql/2283/hls.m3u8
辽宁联通 央视,#genre#
CCTV-1综合,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226721/index.m3u8,$FHD
CCTV-1综合,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227209/index.m3u8,$FHD
CCTV-1综合,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226721/index.m3u8,$FHD
CCTV-1综合,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227209/index.m3u8,$FHD
CCTV-1综合,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226759/index.m3u8,$SD
CCTV-1综合,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226759/index.m3u8,$SD
CCTV-2财经,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226711/index.m3u8,$FHD
CCTV-2财经,http://39.134.52.214/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227206/index.m3u8,$FHD
CCTV-2财经,http://39.134.52.215/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226711/index.m3u8,$FHD
